timestamp,level,college,buy_frequency,daily_spend,products_bought,stockout_freq,stockout_action,items_not_found,wish_vendors_sold,water_bags_per_week,bread_frequency,cooked_food_frequency,stationery_frequency,toiletries_frequency,vendor_choice_reason,stopped_buying,other_comments,daily_spend_clean,w_water,w_bread,w_food,w_stationery,w_toiletries,buy_freq_clean,stockout_freq_clean,buys_water,buys_stationery,stopped_clean,freq_num,spend_num
5/9/2026 4:36,400,CONAS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy, Pens / pencils / writing materials, Toiletries (soap, toothpaste, tissue, etc.), Phone accessories (charger, earpiece, etc.)",Frequently (several times a week),Go without it,Medications / First aid items,Irish Spring soap,More than 20 bags,Once or twice a week,Once a day,Only at the start of semester,Every 2 weeks,"Their food or products taste/feel better, Their prices are cheaper, They always have what I need in stock","Yes, once",Stay open later at night,"More than ₦3,000",5,3,4,2,4,2-3x/week,Frequently,1,1,Yes - once,3,3500
5/7/2026 16:07,200,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Tea / Milo / beverages, Exercise books / jotters / notebooks, Toiletries (soap, toothpaste, tissue, etc.), Phone accessories (charger, earpiece, etc.)",Rarely,Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), Toiletries (e.g., a specific soap or toothpaste brand)","Intercontinental dishes (Afang, Edikaikong soup)",15 bags,Once or twice a week,A few times a week,Every 23 weeks,Monthly,"I have a relationship with the vendor, Their food or products taste/feel better",No,Improve hygiene standards,"₦2,001 – ₦3,000",2,3,3,3,3,Daily,Rarely,1,1,No,5,2500
5/1/2026 12:18,200,CBSS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Airtime / data top-up, Exercise books / jotters / notebooks",Rarely,Try another vendor on campus,"Toiletries (e.g., a specific soap or toothpaste brand)",USB cables,I don't buy water on campus,35 times a week,A few times a week,Only at the start of semester,Rarely / never,"They always have what I need in stock, Their food or products taste/feel better",I've thought about it,Sell more continental dishes,"₦2,001 – ₦3,000",1,4,3,2,1,4-5x/week,Rarely,1,1,Considered it,4,2500
5/9/2026 7:47,400,CONAS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Printing / photocopy, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Frequently (several times a week),Go without it,None  I usually find what I need,"Intercontinental dishes (Afang, Edikaikong soup)",15 bags,Once or twice a week,Once a day,Rarely / never,Monthly,"I have a relationship with the vendor, They always have what I need in stock","Yes, once",Improve food quality,"₦1,001 – ₦2,000",2,3,4,1,3,Daily,Frequently,1,1,Yes - once,5,1500
4/29/2026 15:54,100,CONAS,Once a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Airtime / data top-up, Pens / pencils / writing materials, Exercise books / jotters / notebooks, Toiletries (soap, toothpaste, tissue, etc.)",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Medications / First aid items",Irish Spring soap,610 bags,Once or twice a week,Twice or more daily,Weekly,Rarely / never,"Their location is more convenient, I have a relationship with the vendor",I've thought about it,Sell more healthy food options,"More than ₦3,000",3,3,5,5,1,Weekly,Rarely,1,1,Considered it,2,3500
4/30/2026 17:28,200,CONAS,Rarely,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand), Printing paper / cardboard",Energy drinks,610 bags,Rarely / never,Once a day,Only at the start of semester,Every 2 weeks,They restock quickly,I've thought about it,More snack options please,"₦2,001 – ₦3,000",3,1,4,2,4,Rarely,Sometimes,1,0,Considered it,1,2500
5/9/2026 8:57,300,CBSS,Rarely,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Bread, Tea / Milo / beverages, Phone accessories (charger, earpiece, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Phone accessories, Specific provisions (e.g., a particular seasoning or spread), None  I usually find what I need",Hand cream / lotion,1120 bags,Daily,Once a day,Rarely / never,Every 2 weeks,"Their location is more convenient, They always have what I need in stock",No,They should accept transfer payments,"₦2,001 – ₦3,000",4,5,4,1,4,Rarely,Sometimes,1,0,No,1,2500
5/7/2026 12:04,400,CACOS,Rarely,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Toiletries (soap, toothpaste, tissue, etc.)",Frequently (several times a week),Go without it,"Toiletries (e.g., a specific soap or toothpaste brand), Specific provisions (e.g., a particular seasoning or spread), None  I usually find what I need",Energy drinks,15 bags,35 times a week,Once a day,Rarely / never,Monthly,They restock quickly,"Yes, more than once",More phone accessories vendors needed,"₦2,001 – ₦3,000",2,4,4,1,3,Rarely,Frequently,1,0,Yes - multiple times,1,2500
4/29/2026 21:50,200,CBSS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Bread, Instant noodles (Indomie, etc.), Tea / Milo / beverages, Provisions (sugar, milk, etc.), Exercise books / jotters / notebooks, Medications (paracetamol, malaria drugs, etc.)",Sometimes (once or twice a week),Try another vendor on campus,Cold drinks / chilled beverages,Irish Spring soap,I don't buy water on campus,Once or twice a week,Once a day,Rarely / never,Rarely / never,Their prices are cheaper,I've thought about it,,"₦1,001 – ₦2,000",1,3,4,1,1,Daily,Sometimes,1,1,Considered it,5,1500
5/9/2026 9:15,100,CBSS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Printing / photocopy, Pens / pencils / writing materials",Sometimes (once or twice a week),Try another vendor on campus,Medications / First aid items,Smoothies,610 bags,Rarely / never,Rarely / never,Only at the start of semester,Rarely / never,"I have a relationship with the vendor, Their location is more convenient, They restock quickly",I've thought about it,,"₦1,001 – ₦2,000",3,1,1,2,1,Daily,Sometimes,1,1,Considered it,5,1500
5/2/2026 23:24,400,CONAS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Tea / Milo / beverages, Medications (paracetamol, malaria drugs, etc.)",Rarely,Try another vendor on campus,"Cold drinks / chilled beverages, Medications / First aid items, None  I usually find what I need",Hot puff-puff,15 bags,35 times a week,Twice or more daily,Rarely / never,Every 2 weeks,"Their location is more convenient, They always have what I need in stock, They restock quickly","Yes, more than once",Stay open later at night,"₦500 – ₦1,000",2,4,5,1,4,Daily,Rarely,1,0,Yes - multiple times,5,750
5/5/2026 9:52,300,CACOS,45 times a week,"?500  ?1,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Airtime / data top-up",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Printing paper / cardboard, Phone accessories",Indomie with egg,15 bags,Daily,A few times a week,Monthly,Rarely / never,"Their food or products taste/feel better, Their prices are cheaper",I've thought about it,Open earlier in the morning,"₦500 – ₦1,000",2,5,3,2,1,4-5x/week,Sometimes,0,0,Considered it,4,750
5/1/2026 7:51,400,CONAS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Medications (paracetamol, malaria drugs, etc.)",Sometimes (once or twice a week),Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Stapler pins / office supplies",Cway Peach drink,610 bags,Rarely / never,Once a day,Monthly,Monthly,Their location is more convenient,No,Vendors should restock faster,"₦500 – ₦1,000",3,1,4,2,3,Daily,Sometimes,1,0,No,5,750
5/8/2026 3:03,400,CONAS,Rarely,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Tea / Milo / beverages, Printing / photocopy, Pens / pencils / writing materials",Sometimes (once or twice a week),Try another vendor on campus,Cold drinks / chilled beverages,Greek yoghurt,15 bags,Once or twice a week,Rarely / never,Only at the start of semester,Rarely / never,"They restock quickly, They always have what I need in stock, Their food or products taste/feel better","Yes, once",,"₦2,001 – ₦3,000",2,3,1,2,1,Rarely,Sometimes,1,1,Yes - once,1,2500
5/4/2026 6:33,400,CONAS,45 times a week,"?2,001  ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Printing / photocopy, Phone accessories (charger, earpiece, etc.)",Frequently (several times a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Toiletries (e.g., a specific soap or toothpaste brand)",Cway Peach drink,15 bags,35 times a week,Twice or more daily,Only at the start of semester,Every 2 weeks,"Their location is more convenient, Their prices are cheaper",No,Sell more affordable provisions,"₦2,001 – ₦3,000",2,4,5,2,4,4-5x/week,Frequently,0,0,No,4,2500
5/6/2026 10:41,400,CONAS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food, Phone accessories",Shawarma,I don't buy water on campus,Once or twice a week,Rarely / never,Monthly,Rarely / never,"Their food or products taste/feel better, Their prices are cheaper",I've thought about it,They should be more organised,"₦1,001 – ₦2,000",1,3,1,2,1,2-3x/week,Sometimes,1,0,Considered it,3,1500
5/6/2026 13:05,100,CBSS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Energy drinks (Predator, Power Horse, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Tea / Milo / beverages, Printing / photocopy, Medications (paracetamol, malaria drugs, etc.)",Rarely,Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), Medications / First aid items",,610 bags,Once or twice a week,Twice or more daily,Monthly,Every 2 weeks,"Their prices are cheaper, They restock quickly, Their food or products taste/feel better",I've thought about it,Open earlier in the morning,"₦1,001 – ₦2,000",3,3,5,2,4,2-3x/week,Rarely,1,0,Considered it,3,1500
5/6/2026 17:01,400,CONAS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Tea / Milo / beverages, Printing / photocopy, Pens / pencils / writing materials",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Medications / First aid items",,610 bags,Rarely / never,A few times a week,Only at the start of semester,Rarely / never,"They always have what I need in stock, I have a relationship with the vendor, Their food or products taste/feel better",No,More phone accessories vendors needed,"₦1,001 – ₦2,000",3,1,3,2,1,Daily,Rarely,1,1,No,5,1500
4/30/2026 15:29,100,CACOS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Go without it,"Stapler pins / office supplies, Toiletries (e.g., a specific soap or toothpaste brand), Phone accessories, None  I usually find what I need",Paracetamol strips,15 bags,Daily,Once a day,Only at the start of semester,Rarely / never,"Their food or products taste/feel better, They restock quickly",I've thought about it,They should accept transfer payments,"₦2,001 – ₦3,000",2,5,4,2,1,4-5x/week,Sometimes,1,1,Considered it,4,2500
5/4/2026 10:24,400,CONAS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food",Rarely,Try another vendor on campus,Cold drinks / chilled beverages,Paracetamol strips,More than 20 bags,Once or twice a week,Twice or more daily,Every 23 weeks,Every 2 weeks,"They always have what I need in stock, Their food or products taste/feel better, Their location is more convenient","Yes, more than once",Improve hygiene standards,"₦2,001 – ₦3,000",5,3,5,3,4,4-5x/week,Rarely,1,0,Yes - multiple times,4,2500
4/30/2026 0:01,400,CACOS,Once a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Bread, Instant noodles (Indomie, etc.), Tea / Milo / beverages, Printing / photocopy",Rarely,Try another vendor on campus,"Cold drinks / chilled beverages, Phone accessories",,1120 bags,35 times a week,Once a day,Only at the start of semester,Every 2 weeks,They always have what I need in stock,"Yes, once",,"₦500 – ₦1,000",4,4,4,2,4,Weekly,Rarely,1,0,Yes - once,2,750
5/8/2026 21:15,200,CONAS,45 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Printing / photocopy, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Order it online,"Specific snack or food type (e.g., a particular brand), Stapler pins / office supplies, Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand), Printing paper / cardboard, Phone accessories",Irish Spring soap,15 bags,Once or twice a week,Once a day,Only at the start of semester,Monthly,I have a relationship with the vendor,No,They should reduce prices,"₦1,001 – ₦2,000",2,3,4,2,3,4-5x/week,Sometimes,1,1,No,4,1500
4/29/2026 3:44,200,CONAS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy",Rarely,Order it online,"Specific type of bread or food, Printing paper / cardboard, Phone accessories, Specific provisions (e.g., a particular seasoning or spread)",Face masks,610 bags,35 times a week,Rarely / never,Rarely / never,Rarely / never,Their prices are cheaper,"Yes, more than once",,"More than ₦3,000",3,4,1,1,1,Daily,Rarely,1,0,Yes - multiple times,5,3500
5/10/2026 6:59,100,CBSS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Airtime / data top-up",Rarely,Go without it,"Cold drinks / chilled beverages, Toiletries (e.g., a specific soap or toothpaste brand), Printing paper / cardboard",,I don't buy water on campus,35 times a week,Rarely / never,Only at the start of semester,Every 2 weeks,"Their food or products taste/feel better, Their prices are cheaper",No,,"₦2,001 – ₦3,000",1,4,1,2,4,Daily,Rarely,1,0,No,5,2500
5/7/2026 23:24,400,CBSS,23 times a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials, Phone accessories (charger, earpiece, etc.)",Sometimes (once or twice a week),Go off campus to buy it,"Cold drinks / chilled beverages, Medications / First aid items",Fresh fruits,610 bags,Daily,Twice or more daily,Every 23 weeks,Weekly,Their food or products taste/feel better,"Yes, once",They should be more organised,"₦500 – ₦1,000",3,5,5,3,5,2-3x/week,Sometimes,1,1,Yes - once,3,750
5/10/2026 12:05,300,CONAS,23 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food",Sometimes (once or twice a week),Try another vendor on campus,Cold drinks / chilled beverages,Protein bars,15 bags,Once or twice a week,A few times a week,Only at the start of semester,Rarely / never,"They restock quickly, Their prices are cheaper",No,They should be more organised,"₦2,001 – ₦3,000",2,3,3,2,1,2-3x/week,Sometimes,1,0,No,3,2500
4/30/2026 10:17,400,CONAS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food",Rarely,Go off campus to buy it,"Toiletries (e.g., a specific soap or toothpaste brand)",Face masks,15 bags,Daily,Twice or more daily,Only at the start of semester,Monthly,"I have a relationship with the vendor, Their prices are cheaper, Their food or products taste/feel better","Yes, once",Improve food quality,"₦2,001 – ₦3,000",2,5,5,2,3,4-5x/week,Rarely,1,0,Yes - once,4,2500
4/30/2026 6:26,400,CACOS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages",Nescafe sachets,15 bags,Once or twice a week,Twice or more daily,Monthly,Monthly,Their location is more convenient,I've thought about it,Sell more affordable provisions,"₦500 – ₦1,000",2,3,5,2,3,Daily,Sometimes,1,0,Considered it,5,750
5/2/2026 1:32,300,CACOS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Bread, Rice / beans / cooked food, Tea / Milo / beverages, Provisions (sugar, milk, etc.), Airtime / data top-up",Sometimes (once or twice a week),Try another vendor on campus,None  I usually find what I need,Energy drinks,15 bags,35 times a week,A few times a week,Monthly,Rarely / never,Their prices are cheaper,I've thought about it,,"₦1,001 – ₦2,000",2,4,3,2,1,2-3x/week,Sometimes,1,0,Considered it,3,1500
5/7/2026 6:15,400,CONAS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Exercise books / jotters / notebooks",Never,Order it online,"Specific snack or food type (e.g., a particular brand)",Paracetamol strips,15 bags,Daily,A few times a week,Only at the start of semester,Monthly,"Their location is more convenient, They restock quickly, Their food or products taste/feel better",I've thought about it,Sell more healthy food options,"₦1,001 – ₦2,000",2,5,3,2,3,Daily,Never,1,1,Considered it,5,1500
4/28/2026 19:26,400,CBSS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Medications (paracetamol, malaria drugs, etc.), Phone accessories (charger, earpiece, etc.)",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food, Phone accessories, None  I usually find what I need",Toothbrush variety,15 bags,35 times a week,Twice or more daily,Only at the start of semester,Monthly,Their food or products taste/feel better,No,,"₦2,001 – ₦3,000",2,4,5,2,3,4-5x/week,Rarely,1,0,No,4,2500
5/4/2026 10:23,100,CONAS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Airtime / data top-up, Printing / photocopy, Exercise books / jotters / notebooks",Rarely,Order it online,"Stapler pins / office supplies, Medications / First aid items, Phone accessories",Hand cream / lotion,1120 bags,Daily,Twice or more daily,Only at the start of semester,Monthly,"Their location is more convenient, Their food or products taste/feel better","Yes, once",They should sell cold drinks consistently,"₦500 – ₦1,000",4,5,5,2,3,Daily,Rarely,1,1,Yes - once,5,750
5/4/2026 18:20,100,CACOS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Ask a friend to get it for me,None  I usually find what I need,Greek yoghurt,15 bags,Daily,Twice or more daily,Rarely / never,Rarely / never,"I have a relationship with the vendor, Their location is more convenient",No,Open earlier in the morning,"₦2,001 – ₦3,000",2,5,5,1,1,4-5x/week,Sometimes,1,0,No,4,2500
5/8/2026 20:00,300,CACOS,45 times a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Printing / photocopy",Frequently (several times a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand), Medications / First aid items, Printing paper / cardboard",Cway Peach drink,15 bags,Daily,A few times a week,Every 23 weeks,Rarely / never,Their location is more convenient,I've thought about it,Better pricing for students,"₦500 – ₦1,000",2,5,3,3,1,4-5x/week,Frequently,1,0,Considered it,4,750
5/9/2026 20:04,200,CACOS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Tea / Milo / beverages, Provisions (sugar, milk, etc.), Printing / photocopy, Phone accessories (charger, earpiece, etc.)",Rarely,Order it online,"Cold drinks / chilled beverages, Specific type of bread or food, Medications / First aid items, Specific provisions (e.g., a particular seasoning or spread)",Paracetamol strips,610 bags,35 times a week,Rarely / never,Weekly,Weekly,They restock quickly,I've thought about it,Vendors should restock faster,"₦2,001 – ₦3,000",3,4,1,5,5,Daily,Rarely,1,0,Considered it,5,2500
5/1/2026 1:10,400,CONAS,Every day,"More than ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up, Printing / photocopy, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Go off campus to buy it,"Cold drinks / chilled beverages, Medications / First aid items, Phone accessories, None  I usually find what I need",Toothbrush variety,15 bags,Daily,Once a day,Only at the start of semester,Monthly,"Their food or products taste/feel better, I have a relationship with the vendor",No,Vendors should restock faster,"More than ₦3,000",2,5,4,2,3,Daily,Sometimes,0,0,No,5,3500
5/5/2026 12:58,300,CACOS,23 times a week,"?1,001  ?2,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Bread, Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials, Toiletries (soap, toothpaste, tissue, etc.)",Rarely,Try another vendor on campus,Specific type of bread or food,Butter bread from oven,15 bags,Rarely / never,Once a day,Rarely / never,Rarely / never,Their prices are cheaper,"Yes, once",Sell more healthy food options,"₦1,001 – ₦2,000",2,1,4,1,1,2-3x/week,Rarely,0,1,Yes - once,3,1500
5/7/2026 11:00,400,CONAS,45 times a week,"?500  ?1,000","Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up, Phone accessories (charger, earpiece, etc.)",Rarely,Order it online,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand), Phone accessories",Sardine bread,15 bags,35 times a week,Rarely / never,Only at the start of semester,Monthly,"Their food or products taste/feel better, Their location is more convenient, Their prices are cheaper",I've thought about it,Stay open later at night,"₦500 – ₦1,000",2,4,1,2,3,4-5x/week,Rarely,0,0,Considered it,4,750
5/7/2026 9:51,400,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Tea / Milo / beverages, Pens / pencils / writing materials",Sometimes (once or twice a week),Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), Stapler pins / office supplies, None  I usually find what I need",Cway Peach drink,610 bags,Once or twice a week,Twice or more daily,Monthly,Monthly,Their food or products taste/feel better,No,They should accept transfer payments,"₦2,001 – ₦3,000",3,3,5,2,3,Daily,Sometimes,1,1,No,5,2500
5/7/2026 6:36,200,CACOS,Once a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Tea / Milo / beverages, Provisions (sugar, milk, etc.), Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Go off campus to buy it,"Cold drinks / chilled beverages, Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand)",Cway Peach drink,610 bags,35 times a week,Twice or more daily,Monthly,Monthly,"Their prices are cheaper, They always have what I need in stock","Yes, once",Always have change ready,"₦2,001 – ₦3,000",3,4,5,2,3,Weekly,Sometimes,1,0,Yes - once,2,2500
4/30/2026 21:02,400,CACOS,Every day,Less than ?500,"Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Printing / photocopy",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food",Paracetamol strips,More than 20 bags,Once or twice a week,Rarely / never,Only at the start of semester,Every 2 weeks,"They always have what I need in stock, Their food or products taste/feel better",I've thought about it,,Less than ₦500,5,3,1,2,4,Daily,Sometimes,1,0,Considered it,5,250
4/29/2026 14:13,100,CBSS,23 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Rice / beans / cooked food",Frequently (several times a week),Try another vendor on campus,Cold drinks / chilled beverages,"Intercontinental dishes (Afang, Edikaikong soup)",15 bags,Once or twice a week,Rarely / never,Every 23 weeks,Weekly,Their location is more convenient,I've thought about it,More phone accessories vendors needed,"₦2,001 – ₦3,000",2,3,1,3,5,2-3x/week,Frequently,1,0,Considered it,3,2500
5/8/2026 17:21,400,CACOS,45 times a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up, Printing / photocopy",Rarely,Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Phone accessories",Paracetamol strips,610 bags,Rarely / never,A few times a week,Rarely / never,Monthly,They always have what I need in stock,"Yes, once",Open earlier in the morning,"₦500 – ₦1,000",3,1,3,1,3,4-5x/week,Rarely,1,0,Yes - once,4,750
5/8/2026 12:59,100,CONAS,Every day,"?500  ?1,000","Bread, Rice / beans / cooked food, Printing / photocopy, Pens / pencils / writing materials",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand)",Butter bread from oven,610 bags,35 times a week,Once a day,Weekly,Rarely / never,"They always have what I need in stock, Their food or products taste/feel better, Their prices are cheaper",No,,"₦500 – ₦1,000",3,4,4,5,1,Daily,Rarely,0,1,No,5,750
